rank|score|token_id|name|background|body|clothes|eyewear|head|mouth|link
698|132.72679371405752|624|Nerd Ape Dao #624|Yellow|Black|White shirt ribbon|Heart|Rose headscarf|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/624
699|132.71386909401716|1283|Nerd Ape Dao #1283|Blue|Zombie|Red tee|Eyepatch|Rasta hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1283
700|132.7115888444836|1039|Nerd Ape Dao #1039|Red|Tiger|Black leather|X|White bucket hat|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1039
701|132.69861872902547|174|Nerd Ape Dao #174|Pink|Water|Black jacket|Oval|Staw hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/174
702|132.63012957835704|18|Nerd Ape Dao #18|Blue|Cream|Yellow shirt|Glasses|White bucket hat|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/18
703|132.60830946675947|806|Nerd Ape Dao #806|Pink|Black|Fastfood|Red Cat|Newsboy cap|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/806
704|132.58779221882764|865|Nerd Ape Dao #865|Light purple|White|Overalls|Close|Pirate hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/865
705|132.58307945442093|1308|Nerd Ape Dao #1308|Light purple|White|Dark blue suit|Oneeye|Rasta hat|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1308
706|132.5583241485533|848|Nerd Ape Dao #848|Blue|Robot|Black vest|Dizzy|Green beanie|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/848
707|132.53824231177094|875|Nerd Ape Dao #875|Light purple|Light brown|Pink fur|Round Glasses|White bucket hat|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/875
708|132.5248832396766|735|Nerd Ape Dao #735|Light purple|Zombie|Black jacket|White Round|Black beanie|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/735
709|132.4655332871524|576|Nerd Ape Dao #576|Yellow|Dark brown|Brown coat|Red Cat|Gold hair|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/576
710|132.46480435427847|1152|Nerd Ape Dao #1152|Green mint|White|Stripedtee|Sleepy|Fastfood|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1152
711|132.4311251382557|764|Nerd Ape Dao #764|Yellow|Tiger|Overalls|Square|Demon horns|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/764
712|132.4191926037514|578|Nerd Ape Dao #578|Blue|Cream|Black leather|Demon|Gold hair|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/578
713|132.36634616504386|190|Nerd Ape Dao #190|Green mint|Black|Goldchain|Oval|Pink beanie|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/190
714|132.36194108482582|923|Nerd Ape Dao #923|Yellow|Cream|White shirt ribbon|Close|Fastfood|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/923
715|132.33623455712157|238|Nerd Ape Dao #238|Light purple|Pink|Rasta hawaii|White Round|Fastfood|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/238
716|132.2620791340719|640|Nerd Ape Dao #640|Yellow|Gray|Black jacket|Dizzy|Green beret|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/640
717|132.24168108825666|24|Nerd Ape Dao #24|Pink|Gray|Dark blue suit|Wide_eyes|Blue cap|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/24
718|132.20994781991945|360|Nerd Ape Dao #360|Light purple|White|White singlet|X|Apple|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/360
719|132.19793500921944|274|Nerd Ape Dao #274|Yellow|Robot|Brown vest|White Round|Pink beanie|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/274
720|132.16405329563224|1116|Nerd Ape Dao #1116|Red|Dark brown|Black sleeveless|Hearteye|Rasta hat|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1116
721|132.16350275474957|1250|Nerd Ape Dao #1250|Red|Pink|Blue vest|Close|Cowboy hat|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1250
722|132.09197506941254|156|Nerd Ape Dao #156|Blue|Light brown|Brown vest|Heart|Propeller cap|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/156
723|132.02326245411268|56|Nerd Ape Dao #56|Red|Robot|Black vest|Oneeye|Cowboy hat|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/56
724|131.98263453991783|178|Nerd Ape Dao #178|Pink|Water|Black sleeveless|Wide_eyes|Green beanie|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/178
725|131.97760920827932|984|Nerd Ape Dao #984|Beige|Black|Brown coat|Shy|White bucket hat|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/984
726|131.78936081082256|1172|Nerd Ape Dao #1172|Beige|Lav|Hawaii|Round Glasses|Green beanie|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1172
727|131.7702362113615|314|Nerd Ape Dao #314|Pink|Dark brown|Fastfood|Eyepatch|Cowboy hat|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/314
728|131.7274993091943|1262|Nerd Ape Dao #1262|Yellow|Cream|Blue vest|Hearteye|Black beanie|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1262
729|131.70924403753293|1229|Nerd Ape Dao #1229|Yellow|Pink|Judo|Oval|Adventure hat|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1229
730|131.6794546080806|139|Nerd Ape Dao #139|Pink|Water|White singlet|Faded|Pirate hat|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/139
731|131.55854395097552|408|Nerd Ape Dao #408|Red|Black|Goldchain|Red Cat|Gold hair|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/408
732|131.54760730378973|693|Nerd Ape Dao #693|Yellow|Light brown|Black vest|ETH|Blue cap|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/693
733|131.52516990718323|1237|Nerd Ape Dao #1237|Yellow|Pink|Overalls|Red Cat|Blue cap|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1237
734|131.46487430603207|413|Nerd Ape Dao #413|Yellow|Light brown|Black jacket|Shy|Apple|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/413
735|131.41287630577713|433|Nerd Ape Dao #433|Pink|Light brown|Overalls|Hearteye|Pink beanie|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/433
736|131.3713629782251|136|Nerd Ape Dao #136|Light purple|Dark brown|Green jacket|Glasses|Propeller cap|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/136
737|131.3566007285499|1266|Nerd Ape Dao #1266|Beige|White|Red tee|Red|Pink bucket|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1266
738|131.27901650155374|470|Nerd Ape Dao #470|Light purple|Water|Black vest|Fasion|Cowboy hat|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/470
739|131.27521325519004|7|Nerd Ape Dao #7|Pink|Zombie|Silverchain|Faded|Rasta hat|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/7
740|131.2376899871061|1210|Nerd Ape Dao #1210|Pink|Robot|Pink fur|Angry|Adventure hat|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1210
741|131.23039787419378|741|Nerd Ape Dao #741|Light purple|Gold|Overalls|Dizzy|Black top hat|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/741
742|131.2259216100359|546|Nerd Ape Dao #546|Green mint|Gray|White fur|Glasses|Black top hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/546
743|131.21555591585812|1338|Nerd Ape Dao #1338|Blue|Pink|Dark blue suit|3D|Green beanie|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1338
744|131.2093963771139|916|Nerd Ape Dao #916|Yellow|Pink|Green jacket|3D|Biker helmet|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/916
745|131.20317397148838|803|Nerd Ape Dao #803|Beige|Zombie|Black vest|Fasion|Fastfood|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/803
746|131.15967586386972|158|Nerd Ape Dao #158|Beige|Black|Black sleeveless|Glasses|Newsboy cap|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/158
747|131.14073403646205|910|Nerd Ape Dao #910|Green mint|Pink|Red singlet|Wide_eyes|Cowboy hat|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/910
748|131.11569716721476|80|Nerd Ape Dao #80|Beige|Tiger|Sheriff|Heart|Green beret|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/80
749|131.08984710759677|552|Nerd Ape Dao #552|Yellow|White|Black hoodie|Faded|Blue headscarf|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/552
750|131.06953226462693|899|Nerd Ape Dao #899|Light purple|Pink|Rasta hawaii|Wide_eyes|Propeller cap|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/899
751|131.01092985719168|75|Nerd Ape Dao #75|Beige|Zombie|Black sleeveless|Demon|Adventure hat|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/75
752|130.97100381490276|1135|Nerd Ape Dao #1135|Blue|Cream|Black leather|Wide_eyes|Red bob|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1135
753|130.94380880336874|668|Nerd Ape Dao #668|Light purple|Black|Black hoodie|Faded|Apple|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/668
754|130.92347473665197|862|Nerd Ape Dao #862|Beige|White|Pink hoodie|White Round|Propeller cap|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/862
755|130.90302173518626|593|Nerd Ape Dao #593|Blue|Black|Silverchain|Dizzy|Demon horns|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/593
756|130.895245302757|562|Nerd Ape Dao #562|Light purple|White|Red singlet|Red Cat|White bucket hat|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/562
757|130.87797562074934|840|Nerd Ape Dao #840|Yellow|Pink|Judo|White Round|Newsboy cap|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/840
758|130.84639497098308|300|Nerd Ape Dao #300|Green mint|White|Purple hoodie|Round Glasses|Biker helmet|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/300
759|130.8181292116558|1095|Nerd Ape Dao #1095|Green mint|Tiger|Rasta hawaii|Oval|Black beanie|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1095
760|130.7750197630912|446|Nerd Ape Dao #446|Pink|Black|Overalls|White Round|Apple|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/446
761|130.77442251145447|958|Nerd Ape Dao #958|Beige|Lav|Green jacket|Fasion|Pink beanie|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/958
762|130.76689498552295|525|Nerd Ape Dao #525|Beige|Dark brown|Goldchain|3D|Biker helmet|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/525
763|130.73365199214632|718|Nerd Ape Dao #718|Red|Dark brown|Sheriff|Cyberpunk|Gold hair|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/718
764|130.6858676436611|499|Nerd Ape Dao #499|Beige|Red|Red tee|Round Glasses|Blue headscarf|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/499
765|130.68107979343392|214|Nerd Ape Dao #214|Light purple|Robot|Black hoodie|Cyberpunk|Apple|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/214
766|130.64683647544425|1088|Nerd Ape Dao #1088|Green mint|Black|Black suit|Round Glasses|Adventure hat|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1088
767|130.63284089429993|924|Nerd Ape Dao #924|Light purple|Red|White singlet|Hearteye|Rose headscarf|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/924
768|130.62750472845883|250|Nerd Ape Dao #250|Yellow|Cream|Black suit|Close|Blue cap|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/250
769|130.56401646612522|211|Nerd Ape Dao #211|Red|White|Brown coat|Cyberpunk|Fastfood|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/211
770|130.5526396616163|734|Nerd Ape Dao #734|Light purple|Dark brown|Stripedtee|Heart|Blue cap|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/734
771|130.52507955713037|237|Nerd Ape Dao #237|Red|White|Goldchain|3D|Newsboy cap|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/237
772|130.5198971996063|1119|Nerd Ape Dao #1119|Blue|Light brown|Stripedtee|X|Green beret|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1119
773|130.490944819898|898|Nerd Ape Dao #898|Green mint|Dark brown|Tuxedo|Red|Green beanie|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/898
774|130.48243528285445|805|Nerd Ape Dao #805|Light purple|Zombie|White singlet|Dizzy|Gold hair|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/805
775|130.43394525531014|1009|Nerd Ape Dao #1009|Red|Tiger|Black suit|Sleepy|Staw hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1009
776|130.399793549103|967|Nerd Ape Dao #967|Light purple|White|Dark blue suit|Dizzy|Rasta hat|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/967
777|130.38902446100852|1301|Nerd Ape Dao #1301|Red|White|White shirt ribbon|Sleepy|Rose headscarf|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1301
778|130.37205034391832|572|Nerd Ape Dao #572|Blue|Light brown|Sheriff|Dizzy|Fastfood|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/572
779|130.34039000215472|233|Nerd Ape Dao #233|Yellow|Tiger|Tuxedo|Red|Newsboy cap|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/233
780|130.3161496482873|92|Nerd Ape Dao #92|Beige|Water|Tuxedo|Sleepy|Demon horns|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/92
781|130.3157767714504|1332|Nerd Ape Dao #1332|Pink|Red|Hawaii|Angry|Pink beanie|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1332
782|130.3118482028827|312|Nerd Ape Dao #312|Red|White|Pirate|Square|Black top hat|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/312
783|130.30460329430917|705|Nerd Ape Dao #705|Red|White|Black hoodie|Faded|Rasta hat|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/705
784|130.28455874022885|246|Nerd Ape Dao #246|Beige|Gray|Red singlet|Cyberpunk|Newsboy cap|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/246
785|130.28200681473115|811|Nerd Ape Dao #811|Pink|Light brown|Blue vest|Shy|Adventure hat|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/811
786|130.27882126656593|4|Nerd Ape Dao #4|Light purple|White|Black vest|Glasses|Blue cap|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/4
787|130.242787342957|1017|Nerd Ape Dao #1017|Light purple|Robot|Black hoodie|Demon|Black beanie|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1017
788|130.19693501816144|1188|Nerd Ape Dao #1188|Red|White|Judo|Fasion|Green beanie|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1188
789|130.18426125639434|814|Nerd Ape Dao #814|Light purple|Pink|Dark blue suit|Black Nerd|Green beanie|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/814
790|130.13729360232614|1060|Nerd Ape Dao #1060|Red|Dark brown|Brown coat|Close|Blue cap|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1060
791|130.1103574654794|1318|Nerd Ape Dao #1318|Red|Light brown|Black suit|3D|Newsboy cap|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1318
792|130.07414391576052|1268|Nerd Ape Dao #1268|Light purple|Cream|Tech jacket|Cyberpunk|Pink beanie|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1268
793|130.06959791417177|1128|Nerd Ape Dao #1128|Beige|White|Green jacket|Angry|Green beanie|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1128
794|130.0634074781901|647|Nerd Ape Dao #647|Red|White|Tech jacket|Black Nerd|Adventure hat|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/647
795|130.06182180182964|706|Nerd Ape Dao #706|Yellow|Dark brown|Fastfood|Fasion|Blue cap|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/706
796|130.0414570670351|573|Nerd Ape Dao #573|Green mint|Zombie|None|Red Cat|Pink bucket|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/573
797|130.01947748448558|353|Nerd Ape Dao #353|Blue|Pink|Black jacket|3D|Green beanie|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/353
798|129.98573121734782|475|Nerd Ape Dao #475|Light purple|Cream|Overalls|Black Nerd|Pink beanie|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/475
799|129.94966177782393|686|Nerd Ape Dao #686|Pink|Gray|Red singlet|Fasion|Rose headscarf|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/686
800|129.91456151427352|418|Nerd Ape Dao #418|Pink|Light brown|White fur|Angry|Pink beanie|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/418
801|129.91044905361915|498|Nerd Ape Dao #498|Beige|Red|Rasta hawaii|Cyberpunk|Gold hair|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/498
802|129.85605948994706|504|Nerd Ape Dao #504|Green mint|Robot|Stripedtee|Oneeye|White bucket hat|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/504
803|129.81888134884653|982|Nerd Ape Dao #982|Beige|Gray|Black sleeveless|Glasses|Newsboy cap|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/982
804|129.81559155398196|1076|Nerd Ape Dao #1076|Green mint|Water|Black leather|Round Glasses|Newsboy cap|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1076
805|129.77215934796158|1281|Nerd Ape Dao #1281|Red|Gold|Adventure|Gold|Gold hair|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1281
806|129.75941888968785|531|Nerd Ape Dao #531|Green mint|Red|Dark blue suit|White Round|Newsboy cap|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/531
807|129.74067954066965|73|Nerd Ape Dao #73|Yellow|Light brown|Goldchain|Eyepatch|Newsboy cap|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/73
808|129.7404386042273|797|Nerd Ape Dao #797|Yellow|Pink|Goldchain|Heart|Pink beanie|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/797
809|129.73287371915518|1146|Nerd Ape Dao #1146|Pink|Tiger|Black jacket|Hearteye|Blue cap|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1146
810|129.72355009987658|1178|Nerd Ape Dao #1178|Yellow|Pink|White fur|Shy|Staw hat|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1178
811|129.70736536755874|198|Nerd Ape Dao #198|Pink|White|Goldchain|3D|Newsboy cap|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/198
812|129.69808061904462|922|Nerd Ape Dao #922|Pink|Dark brown|Black vest|Fasion|Rasta hat|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/922
813|129.66496157769583|189|Nerd Ape Dao #189|Beige|Robot|Blue vest|3D|Adventure hat|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/189
814|129.6588367369714|1284|Nerd Ape Dao #1284|Pink|Zombie|Silverchain|3D|Rasta hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1284
815|129.64819114070687|235|Nerd Ape Dao #235|Pink|Dark brown|Pink hoodie|Wide_eyes|Pink beanie|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/235
816|129.64247907528485|278|Nerd Ape Dao #278|Blue|White|Brown vest|Round Glasses|Adventure hat|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/278
817|129.62495787994894|222|Nerd Ape Dao #222|Green mint|Light brown|Yellow shirt|Round Glasses|Newsboy cap|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/222
818|129.59429506043045|581|Nerd Ape Dao #581|Beige|Black|Black tee|Angry|Biker helmet|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/581
819|129.5924485776179|663|Nerd Ape Dao #663|Blue|Gray|Black jacket|Close|Black top hat|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/663
820|129.5865268080629|1026|Nerd Ape Dao #1026|Red|Lav|Black tee|Fasion|Biker helmet|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1026
821|129.57190820116958|688|Nerd Ape Dao #688|Beige|Light brown|Yellow shirt|Fasion|Demon horns|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/688
822|129.56201584121965|724|Nerd Ape Dao #724|Blue|Dark brown|Sheriff|Fasion|Green beanie|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/724
823|129.54313954082937|611|Nerd Ape Dao #611|Light purple|Light brown|Red singlet|Square|Fastfood|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/611
824|129.53658378302597|114|Nerd Ape Dao #114|Yellow|Cream|Black jacket|Glasses|Gold hair|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/114
825|129.53381879319048|549|Nerd Ape Dao #549|Green mint|Dark brown|Black tee|Demon|Rose headscarf|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/549
826|129.5329957095981|963|Nerd Ape Dao #963|Beige|Gray|Black hoodie|Black Nerd|Green beanie|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/963
827|129.47026012105218|568|Nerd Ape Dao #568|Beige|Light brown|Judo|Oval|Adventure hat|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/568
828|129.44222320765303|510|Nerd Ape Dao #510|Red|Water|Black leather|Close|Black beanie|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/510
829|129.4197096371632|1078|Nerd Ape Dao #1078|Pink|Lav|None|Square|Green beanie|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1078
830|129.37674342203226|709|Nerd Ape Dao #709|Light purple|White|Tech jacket|Cyberpunk|Adventure hat|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/709
831|129.37641664149152|938|Nerd Ape Dao #938|Yellow|Tiger|White fur|Red Cat|Pink beanie|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/938
832|129.3760744887153|926|Nerd Ape Dao #926|Yellow|Gray|Black hoodie|Red Cat|Newsboy cap|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/926
833|129.3439857265114|1103|Nerd Ape Dao #1103|Light purple|Dark brown|Rasta hawaii|Shy|Rose headscarf|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1103
