rank|score|token_id|name|background|body|clothes|eyewear|head|mouth|link
1174|117.45115020184619|252|Nerd Ape Dao #252|Yellow|Black|Black sleeveless|White Round|Newsboy cap|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/252
1175|117.44495882010551|867|Nerd Ape Dao #867|Beige|Tiger|White singlet|Sleepy|Biker helmet|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/867
1176|117.42710419517888|39|Nerd Ape Dao #39|Yellow|Light brown|Black sleeveless|Oneeye|Pink beanie|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/39
1177|117.41239547595436|302|Nerd Ape Dao #302|Pink|Red|Silverchain|Fasion|Rose headscarf|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/302
1178|117.30050277824378|426|Nerd Ape Dao #426|Yellow|Dark brown|Black hoodie|Heart|Newsboy cap|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/426
1179|117.27372987469002|742|Nerd Ape Dao #742|Green mint|Black|None|Glasses|Pink beanie|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/742
1180|117.25896066488878|248|Nerd Ape Dao #248|Red|Cream|White singlet|Square|Pink bucket|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/248
1181|117.25265555184235|187|Nerd Ape Dao #187|Blue|Cream|Hawaii|Red Cat|White bucket hat|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/187
1182|117.1965872227182|769|Nerd Ape Dao #769|Red|Light brown|Green jacket|White Round|White bucket hat|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/769
1183|117.09858948477917|1179|Nerd Ape Dao #1179|Red|Dark brown|Hawaii|Dizzy|Blue headscarf|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1179
1184|116.93900306546809|584|Nerd Ape Dao #584|Beige|Dark brown|Green jacket|White Round|Black beanie|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/584
1185|116.86029555587028|1066|Nerd Ape Dao #1066|Blue|Cream|Red tee|Oneeye|Blue headscarf|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1066
1186|116.82330844274173|861|Nerd Ape Dao #861|Pink|Tiger|Adventure|Round Glasses|Pink beanie|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/861
1187|116.58709724751752|671|Nerd Ape Dao #671|Beige|White|Adventure|Square|Pirate hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/671
1188|116.58398453398453|327|Nerd Ape Dao #327|Red|White|Hawaii|Fasion|Rose headscarf|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/327
1189|116.49392070471276|528|Nerd Ape Dao #528|Beige|Light brown|Black leather|3D|White bucket hat|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/528
1190|116.48412873400115|1046|Nerd Ape Dao #1046|Yellow|Cream|Adventure|Gold|Newsboy cap|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1046
1191|116.45188867483498|454|Nerd Ape Dao #454|Green mint|Pink|Black sleeveless|Cyberpunk|Fastfood|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/454
1192|116.43348083572931|615|Nerd Ape Dao #615|Beige|Pink|Pink fur|Cyberpunk|Blue cap|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/615
1193|116.4022794871339|66|Nerd Ape Dao #66|Red|Dark brown|White singlet|Wide_eyes|Black top hat|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/66
1194|116.38567196131109|1126|Nerd Ape Dao #1126|Yellow|Red|Silverchain|Heart|Cowboy hat|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1126
1195|116.37115848190794|146|Nerd Ape Dao #146|Blue|Light brown|Overalls|Heart|Black top hat|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/146
1196|116.3198779389669|1144|Nerd Ape Dao #1144|Light purple|White|Green jacket|Heart|Cowboy hat|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1144
1197|116.18019914081313|631|Nerd Ape Dao #631|Beige|Tiger|Hawaii|Shy|Cowboy hat|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/631
1198|116.17676077310223|1297|Nerd Ape Dao #1297|Light purple|Tiger|Hawaii|Faded|Black top hat|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1297
1199|116.17085663375485|736|Nerd Ape Dao #736|Yellow|Dark brown|Red tee|Close|Black top hat|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/736
1200|116.13309114402568|70|Nerd Ape Dao #70|Blue|White|Black tee|White Round|Black beanie|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/70
1201|116.09714027952313|437|Nerd Ape Dao #437|Red|Light brown|Tuxedo|3D|Green beanie|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/437
1202|116.01612993828684|912|Nerd Ape Dao #912|Beige|Light brown|Purple hoodie|Sleepy|Staw hat|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/912
1203|115.95545269759046|228|Nerd Ape Dao #228|Blue|Cream|Adventure|X|Newsboy cap|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/228
1204|115.91631871412773|288|Nerd Ape Dao #288|Light purple|White|Black tee|Sleepy|Rose headscarf|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/288
1205|115.88109987005723|589|Nerd Ape Dao #589|Yellow|Light brown|Silverchain|Dizzy|Apple|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/589
1206|115.82042896175882|738|Nerd Ape Dao #738|Pink|Dark brown|None|Glasses|Newsboy cap|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/738
1207|115.79254651017408|197|Nerd Ape Dao #197|Yellow|White|Hawaii|Round Glasses|Staw hat|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/197
1208|115.78096013052982|453|Nerd Ape Dao #453|Green mint|Black|None|Glasses|Cowboy hat|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/453
1209|115.74253820098821|195|Nerd Ape Dao #195|Pink|Black|White singlet|Wide_eyes|Gold hair|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/195
1210|115.71809104352991|644|Nerd Ape Dao #644|Red|Light brown|Black sleeveless|Dizzy|Cowboy hat|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/644
1211|115.67802525553148|118|Nerd Ape Dao #118|Pink|Black|Silverchain|Black Nerd|Black top hat|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/118
1212|115.52186938408158|1059|Nerd Ape Dao #1059|Pink|Dark brown|Black tee|Wide_eyes|White bucket hat|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1059
1213|115.51244135191203|1083|Nerd Ape Dao #1083|Pink|Tiger|Silverchain|Sleepy|Black top hat|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1083
1214|115.46107882185228|1261|Nerd Ape Dao #1261|Beige|White|Black hoodie|Sleepy|Green beret|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1261
1215|115.43889992923047|280|Nerd Ape Dao #280|Blue|Robot|Hawaii|Fasion|Blue cap|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/280
1216|115.41522615757387|1109|Nerd Ape Dao #1109|Light purple|Light brown|Overalls|Fasion|Black beanie|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1109
1217|115.35388594206015|1255|Nerd Ape Dao #1255|Beige|White|Black tee|Sleepy|Green beanie|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1255
1218|115.23781209114668|743|Nerd Ape Dao #743|Pink|Dark brown|Black tee|3D|Staw hat|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/743
1219|115.02258361238107|660|Nerd Ape Dao #660|Green mint|Dark brown|Red tee|Round Glasses|Green beanie|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/660
1220|114.99418439643287|658|Nerd Ape Dao #658|Beige|Black|Rasta hawaii|Cyberpunk|Green beret|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/658
1221|114.90880403493752|106|Nerd Ape Dao #106|Red|Dark brown|Red tee|Red Cat|Rose headscarf|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/106
1222|114.90741202228017|23|Nerd Ape Dao #23|Yellow|Black|None|Heart|Pink beanie|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/23
1223|114.76355475555539|412|Nerd Ape Dao #412|Red|White|Black sleeveless|Faded|Blue cap|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/412
1224|114.76330995568986|64|Nerd Ape Dao #64|Beige|Light brown|White fur|Heart|Blue cap|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/64
1225|114.74643393746865|1149|Nerd Ape Dao #1149|Beige|Robot|White singlet|White Round|Green beanie|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1149
1226|114.58497873428817|191|Nerd Ape Dao #191|Light purple|White|Tuxedo|Dizzy|Gold hair|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/191
1227|114.56604664595561|695|Nerd Ape Dao #695|Yellow|Light brown|Hawaii|Heart|Propeller cap|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/695
1228|114.44562433687253|369|Nerd Ape Dao #369|Red|White|Black tee|Oneeye|Black top hat|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/369
1229|114.33583150128422|135|Nerd Ape Dao #135|Beige|White|Hawaii|Shy|Rose headscarf|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/135
1230|114.31185053339784|605|Nerd Ape Dao #605|Yellow|Pink|Tuxedo|Wide_eyes|White bucket hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/605
1231|114.2942010846892|220|Nerd Ape Dao #220|Yellow|Cream|Tuxedo|Wide_eyes|Black top hat|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/220
1232|114.2042415121191|590|Nerd Ape Dao #590|Yellow|Cream|White singlet|Sleepy|Biker helmet|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/590
1233|114.15062530621148|371|Nerd Ape Dao #371|Pink|Black|Hawaii|Red Cat|Black beanie|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/371
1234|114.14294138097512|720|Nerd Ape Dao #720|Red|Light brown|Tuxedo|Red Cat|White bucket hat|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/720
1235|114.1398430039064|680|Nerd Ape Dao #680|Light purple|White|None|Close|Pink beanie|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/680
1236|114.1365442481445|755|Nerd Ape Dao #755|Beige|Cream|Adventure|Square|Biker helmet|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/755
1237|114.13399191495591|1124|Nerd Ape Dao #1124|Pink|Dark brown|Black leather|Square|Adventure hat|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1124
1238|114.12465021941566|538|Nerd Ape Dao #538|Red|Pink|White singlet|Dizzy|Pink beanie|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/538
1239|114.10137297121774|895|Nerd Ape Dao #895|Green mint|Zombie|None|Fasion|Green beanie|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/895
1240|114.03749235632036|159|Nerd Ape Dao #159|Beige|White|Overalls|Cyberpunk|White bucket hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/159
1241|113.99656663025084|226|Nerd Ape Dao #226|Red|Dark brown|None|Cyberpunk|Red bob|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/226
1242|113.78968094475627|973|Nerd Ape Dao #973|Green mint|Pink|Black tee|Cyberpunk|Black beanie|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/973
1243|113.72333466618022|1270|Nerd Ape Dao #1270|Yellow|Dark brown|Adventure|Oneeye|Biker helmet|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1270
1244|113.70684977085405|638|Nerd Ape Dao #638|Yellow|Dark brown|Dark blue suit|Sleepy|Blue cap|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/638
1245|113.69607309856586|911|Nerd Ape Dao #911|Pink|Cream|Adventure|ETH|Staw hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/911
1246|113.53511445739424|208|Nerd Ape Dao #208|Pink|White|Purple hoodie|Fasion|Gold hair|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/208
1247|113.50473123912475|325|Nerd Ape Dao #325|Beige|Cream|Tuxedo|Eyepatch|White bucket hat|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/325
1248|113.36500099772968|585|Nerd Ape Dao #585|Beige|Cream|Tuxedo|White Round|Green beanie|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/585
1249|113.21164610761011|1298|Nerd Ape Dao #1298|Pink|Dark brown|Black leather|Faded|White bucket hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1298
1250|113.15769006642196|206|Nerd Ape Dao #206|Red|White|Red tee|White Round|Green beanie|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/206
1251|113.1436813284666|119|Nerd Ape Dao #119|Pink|Tiger|Adventure|Demon|Adventure hat|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/119
1252|113.13947261636915|1114|Nerd Ape Dao #1114|Beige|White|Black leather|Dizzy|Adventure hat|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1114
1253|113.09230155428308|460|Nerd Ape Dao #460|Red|Gray|White singlet|Heart|Black beanie|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/460
1254|112.90583322606547|798|Nerd Ape Dao #798|Green mint|Dark brown|Silverchain|White Round|Rose headscarf|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/798
1255|112.89375316465717|295|Nerd Ape Dao #295|Blue|Dark brown|Black tee|Dizzy|Pink beanie|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/295
1256|112.82067394666456|673|Nerd Ape Dao #673|Green mint|Light brown|Adventure|Round Glasses|Gold hair|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/673
1257|112.75977242247782|430|Nerd Ape Dao #430|Yellow|White|Black tee|Demon|Blue cap|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/430
1258|112.72135450889746|86|Nerd Ape Dao #86|Pink|Black|None|Wide_eyes|Staw hat|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/86
1259|112.5671200148033|1098|Nerd Ape Dao #1098|Blue|Dark brown|White fur|Cyberpunk|Adventure hat|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1098
1260|112.50518625653461|620|Nerd Ape Dao #620|Red|Light brown|None|Dizzy|White bucket hat|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/620
1261|112.46320830169533|124|Nerd Ape Dao #124|Red|Dark brown|Silverchain|Glasses|Adventure hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/124
1262|112.32770456955204|1043|Nerd Ape Dao #1043|Green mint|Black|Tuxedo|Heart|Propeller cap|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1043
1263|112.3090313725784|909|Nerd Ape Dao #909|Green mint|Light brown|Silverchain|Heart|Pink beanie|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/909
1264|112.20541080163721|799|Nerd Ape Dao #799|Red|Black|Adventure|Oval|Rose headscarf|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/799
1265|112.10657391229509|282|Nerd Ape Dao #282|Green mint|Light brown|Adventure|Hearteye|Blue cap|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/282
1266|111.97703090280932|1163|Nerd Ape Dao #1163|Light purple|White|Red tee|Oneeye|Newsboy cap|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1163
1267|111.93102603885166|588|Nerd Ape Dao #588|Light purple|Dark brown|Black tee|Heart|White bucket hat|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/588
1268|111.92150882998439|790|Nerd Ape Dao #790|Pink|Tiger|None|Faded|Cowboy hat|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/790
1269|111.67897604351688|104|Nerd Ape Dao #104|Beige|Zombie|Adventure|White Round|Newsboy cap|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/104
1270|111.63521854253777|245|Nerd Ape Dao #245|Yellow|White|Adventure|Faded|Biker helmet|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/245
1271|111.60764998731054|839|Nerd Ape Dao #839|Pink|White|Silverchain|Shy|Black beanie|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/839
1272|111.60093734515723|692|Nerd Ape Dao #692|Pink|Gold|Adventure|Black Nerd|Blue cap|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/692
1273|111.56250824191666|240|Nerd Ape Dao #240|Green mint|White|None|Fasion|Pirate hat|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/240
1274|111.4998853456882|85|Nerd Ape Dao #85|Blue|Light brown|Hawaii|White Round|Cowboy hat|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/85
1275|111.39018642290836|1007|Nerd Ape Dao #1007|Red|Water|White singlet|Heart|Adventure hat|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1007
1276|111.34446106013117|313|Nerd Ape Dao #313|Beige|White|Hawaii|Square|Black top hat|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/313
1277|111.31566382754757|579|Nerd Ape Dao #579|Red|Dark brown|Adventure|X|Blue cap|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/579
1278|111.24560191026343|561|Nerd Ape Dao #561|Blue|Cream|Silverchain|Glasses|Adventure hat|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/561
1279|111.14706217526602|801|Nerd Ape Dao #801|Blue|Dark brown|Red tee|Shy|Adventure hat|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/801
1280|111.1094037845996|448|Nerd Ape Dao #448|Yellow|Red|White singlet|Dizzy|Adventure hat|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/448
1281|110.67460706493509|642|Nerd Ape Dao #642|Light purple|Cream|Tuxedo|3D|Staw hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/642
1282|110.57487305639563|602|Nerd Ape Dao #602|Yellow|Cream|None|Hearteye|Adventure hat|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/602
1283|110.54400594196034|762|Nerd Ape Dao #762|Yellow|Dark brown|Red tee|White Round|White bucket hat|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/762
1284|110.54226916320242|1322|Nerd Ape Dao #1322|Beige|White|Tuxedo|Black Nerd|Staw hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1322
1285|110.51222489591417|511|Nerd Ape Dao #511|Beige|Cream|Green jacket|Oneeye|Green beret|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/511
1286|110.37771907047909|415|Nerd Ape Dao #415|Blue|Dark brown|Tuxedo|Faded|Black top hat|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/415
1287|110.33629346686189|595|Nerd Ape Dao #595|Pink|Cream|None|Fasion|Apple|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/595
1288|110.31456539696202|33|Nerd Ape Dao #33|Red|Tiger|White singlet|White Round|White bucket hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/33
1289|110.19703409247178|465|Nerd Ape Dao #465|Pink|Tiger|Hawaii|3D|Adventure hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/465
1290|110.0863778594707|859|Nerd Ape Dao #859|Yellow|Black|Silverchain|Fasion|Black beanie|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/859
1291|110.02699911539312|698|Nerd Ape Dao #698|Light purple|Black|White singlet|Cyberpunk|Gold hair|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/698
1292|109.99610919733546|324|Nerd Ape Dao #324|Red|Dark brown|Silverchain|Sleepy|Cowboy hat|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/324
1293|109.84967303773978|740|Nerd Ape Dao #740|Beige|Black|Adventure|Red Cat|Gold hair|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/740
1294|109.8277822160965|88|Nerd Ape Dao #88|Pink|White|None|Shy|Newsboy cap|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/88
1295|109.71571276626362|125|Nerd Ape Dao #125|Light purple|Cream|Hawaii|Sleepy|Fastfood|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/125
1296|109.5543986630413|796|Nerd Ape Dao #796|Light purple|Light brown|White singlet|Cyberpunk|Fastfood|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/796
1297|109.37607897526578|1321|Nerd Ape Dao #1321|Blue|Cream|Hawaii|Red Cat|Black top hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1321
1298|109.35510856973401|612|Nerd Ape Dao #612|Red|White|Black tee|Sleepy|Newsboy cap|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/612
1299|109.2874588640095|268|Nerd Ape Dao #268|Yellow|Dark brown|Tuxedo|Sleepy|Newsboy cap|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/268
1300|109.22481762903516|501|Nerd Ape Dao #501|Yellow|Water|Adventure|White Round|Adventure hat|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/501
1301|109.1189317552596|652|Nerd Ape Dao #652|Light purple|Cream|Hawaii|Sleepy|Cowboy hat|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/652
1302|109.00151387419214|399|Nerd Ape Dao #399|Light purple|Cream|Silverchain|Heart|Black top hat|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/399
1303|108.99116180009796|232|Nerd Ape Dao #232|Green mint|Cream|None|Close|Gold hair|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/232
1304|108.76901940757826|523|Nerd Ape Dao #523|Pink|White|Red tee|Cyberpunk|Rose headscarf|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/523
