rank|score|token_id|name|background|body|clothes|eyewear|head|mouth|link
790|130.46843275311736|475|Nerd Ape Dao #475|Light purple|Cream|Overalls|Black Nerd|Pink beanie|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/475
791|130.4226669040592|709|Nerd Ape Dao #709|Light purple|White|Tech jacket|Cyberpunk|Adventure hat|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/709
792|130.37911388000845|805|Nerd Ape Dao #805|Light purple|Zombie|White singlet|Dizzy|Gold hair|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/805
793|130.3766102264566|1135|Nerd Ape Dao #1135|Blue|Cream|Black leather|Wide_eyes|Red bob|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1135
794|130.37018162782897|222|Nerd Ape Dao #222|Green mint|Light brown|Yellow shirt|Round Glasses|Newsboy cap|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/222
795|130.36372610235696|498|Nerd Ape Dao #498|Beige|Red|Rasta hawaii|Cyberpunk|Gold hair|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/498
796|130.35710335781806|573|Nerd Ape Dao #573|Green mint|Zombie|None|Red Cat|Pink bucket|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/573
797|130.34419150559384|1351|Nerd Ape Dao #1351|Beige|Water|Black tee|Round Glasses|Biker helmet|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1351
798|130.33297719731834|1128|Nerd Ape Dao #1128|Beige|White|Green jacket|Angry|Green beanie|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1128
799|130.32676595435217|1332|Nerd Ape Dao #1332|Pink|Red|Hawaii|Angry|Pink beanie|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1332
800|130.29303445397196|446|Nerd Ape Dao #446|Pink|Black|Overalls|White Round|Apple|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/446
801|130.2857009914004|668|Nerd Ape Dao #668|Light purple|Black|Black hoodie|Faded|Apple|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/668
802|130.26818136303893|7|Nerd Ape Dao #7|Pink|Zombie|Silverchain|Faded|Rasta hat|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/7
803|130.2585295010122|300|Nerd Ape Dao #300|Green mint|White|Purple hoodie|Round Glasses|Biker helmet|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/300
804|130.25355340515893|811|Nerd Ape Dao #811|Pink|Light brown|Blue vest|Shy|Adventure hat|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/811
805|130.23125644923738|1123|Nerd Ape Dao #1123|Yellow|Cream|Flower Hawaii|Heart|Staw hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1123
806|130.16740573895981|152|Nerd Ape Dao #152|Green mint|Zombie|Purple hoodie|3D|Newsboy cap|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/152
807|130.1626890588609|235|Nerd Ape Dao #235|Pink|Dark brown|Pink hoodie|Wide_eyes|Pink beanie|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/235
808|130.1590121821186|440|Nerd Ape Dao #440|Green mint|Dark brown|Yellow shirt|Black Nerd|Rose headscarf|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/440
809|130.14774636901626|190|Nerd Ape Dao #190|Green mint|Black|Goldchain|Oval|Pink beanie|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/190
810|130.13788805949974|679|Nerd Ape Dao #679|Light purple|Black|Fastfood|Black Nerd|Blue cap|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/679
811|130.0676940445186|1146|Nerd Ape Dao #1146|Pink|Tiger|Black jacket|Hearteye|Blue cap|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1146
812|130.01646696159386|688|Nerd Ape Dao #688|Beige|Light brown|Yellow shirt|Fasion|Demon horns|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/688
813|130.0044548631139|158|Nerd Ape Dao #158|Beige|Black|Black sleeveless|Glasses|Newsboy cap|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/158
814|129.99878455077982|531|Nerd Ape Dao #531|Green mint|Red|Dark blue suit|White Round|Newsboy cap|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/531
815|129.9538465214549|278|Nerd Ape Dao #278|Blue|White|Brown vest|Round Glasses|Adventure hat|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/278
816|129.93975434699334|1076|Nerd Ape Dao #1076|Green mint|Water|Black leather|Round Glasses|Newsboy cap|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1076
817|129.93827114503966|1192|Nerd Ape Dao #1192|Blue|Robot|Purple hoodie|Demon|Black beanie|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1192
818|129.93451898594444|1119|Nerd Ape Dao #1119|Blue|Light brown|Stripedtee|X|Green beret|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1119
819|129.927197159045|1103|Nerd Ape Dao #1103|Light purple|Dark brown|Rasta hawaii|Shy|Rose headscarf|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1103
820|129.8578794462353|4|Nerd Ape Dao #4|Light purple|White|Black vest|Glasses|Blue cap|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/4
821|129.83400436857713|250|Nerd Ape Dao #250|Yellow|Cream|Black suit|Close|Blue cap|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/250
822|129.80733667935846|510|Nerd Ape Dao #510|Red|Water|Black leather|Close|Black beanie|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/510
823|129.730202109808|828|Nerd Ape Dao #828|Pink|Light brown|White singlet|X|Blue headscarf|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/828
824|129.66224220323267|92|Nerd Ape Dao #92|Beige|Water|Tuxedo|Sleepy|Demon horns|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/92
825|129.6239701359158|982|Nerd Ape Dao #982|Beige|Gray|Black sleeveless|Glasses|Newsboy cap|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/982
826|129.60793047008116|84|Nerd Ape Dao #84|Blue|Light brown|Tuxedo|Demon|Blue headscarf|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/84
827|129.58795188934567|637|Nerd Ape Dao #637|Green mint|Light brown|Black vest|Eyepatch|Green beret|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/637
828|129.54036875349146|734|Nerd Ape Dao #734|Light purple|Dark brown|Stripedtee|Heart|Blue cap|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/734
829|129.53774128941723|1078|Nerd Ape Dao #1078|Pink|Lav|None|Square|Green beanie|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1078
830|129.48298077893023|312|Nerd Ape Dao #312|Red|White|Pirate|Square|Black top hat|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/312
831|129.42306328507448|1318|Nerd Ape Dao #1318|Red|Light brown|Black suit|3D|Newsboy cap|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1318
832|129.4208478601649|1137|Nerd Ape Dao #1137|Pink|Light brown|Red singlet|Red Cat|Black top hat|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1137
833|129.39348581652746|936|Nerd Ape Dao #936|Blue|Robot|Black hoodie|Demon|Black top hat|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/936
834|129.3757855523749|948|Nerd Ape Dao #948|Beige|Red|Black sleeveless|Shy|Propeller cap|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/948
835|129.35594440650422|1009|Nerd Ape Dao #1009|Red|Tiger|Black suit|Sleepy|Staw hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1009
836|129.33553188469597|1284|Nerd Ape Dao #1284|Pink|Zombie|Silverchain|3D|Rasta hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1284
837|129.33537104294138|934|Nerd Ape Dao #934|Beige|Cream|Black leather|Hearteye|Green beanie|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/934
838|129.3097463148469|408|Nerd Ape Dao #408|Red|Black|Goldchain|Red Cat|Gold hair|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/408
839|129.2308162201645|1088|Nerd Ape Dao #1088|Green mint|Black|Black suit|Round Glasses|Adventure hat|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1088
840|129.21993917241446|1074|Nerd Ape Dao #1074|Light purple|Gold|Red tee|Demon|Cowboy hat|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1074
841|129.16382311922536|1223|Nerd Ape Dao #1223|Green mint|Light brown|Black vest|Eyepatch|Green beret|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1223
842|129.13945525828552|1281|Nerd Ape Dao #1281|Red|Gold|Adventure|Gold|Gold hair|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1281
843|129.12333606952797|1346|Nerd Ape Dao #1346|Blue|Cream|Black tee|Glasses|Red bob|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1346
844|129.11893195547688|203|Nerd Ape Dao #203|Pink|Tiger|Judo|Black Nerd|Adventure hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/203
845|129.10979171868428|1211|Nerd Ape Dao #1211|Green mint|White|Pink hoodie|Demon|Adventure hat|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1211
846|129.06735820831318|205|Nerd Ape Dao #205|Light purple|Dark brown|Black vest|Black Nerd|Cowboy hat|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/205
847|129.06181253494768|593|Nerd Ape Dao #593|Blue|Black|Silverchain|Dizzy|Demon horns|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/593
848|129.05765534498974|1301|Nerd Ape Dao #1301|Red|White|White shirt ribbon|Sleepy|Rose headscarf|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1301
849|128.97007723508668|89|Nerd Ape Dao #89|Red|Dark brown|Blue vest|Shy|Gold hair|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/89
850|128.88384729797804|179|Nerd Ape Dao #179|Blue|Water|Green jacket|3D|White bucket hat|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/179
851|128.87461668605948|234|Nerd Ape Dao #234|Pink|Dark brown|Red singlet|White Round|Gold hair|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/234
852|128.85642790667822|1290|Nerd Ape Dao #1290|Green mint|Zombie|White singlet|Angry|Staw hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1290
853|128.81749465400952|6|Nerd Ape Dao #6|Red|Cream|Stripedtee|Oval|Staw hat|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/6
854|128.72852439247137|253|Nerd Ape Dao #253|Blue|Dark brown|Brown coat|Round Glasses|Adventure hat|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/253
855|128.67481629021682|348|Nerd Ape Dao #348|Beige|White|Red singlet|Heart|Apple|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/348
856|128.59188365293605|1166|Nerd Ape Dao #1166|Red|Gold|Silverchain|Close|Propeller cap|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1166
857|128.59133538668073|1063|Nerd Ape Dao #1063|Blue|Cream|Blue vest|Heart|Cowboy hat|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1063
858|128.57652200902683|173|Nerd Ape Dao #173|Yellow|Dark brown|Pink hoodie|Shy|White bucket hat|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/173
859|128.56998188690892|704|Nerd Ape Dao #704|Green mint|Light brown|Pink hoodie|Close|Cowboy hat|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/704
860|128.52928427698737|83|Nerd Ape Dao #83|Light purple|Zombie|Hawaii|Dizzy|Cowboy hat|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/83
861|128.4897463529928|237|Nerd Ape Dao #237|Red|White|Goldchain|3D|Newsboy cap|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/237
862|128.47678389251865|665|Nerd Ape Dao #665|Yellow|Dark brown|Black sleeveless|Shy|Rasta hat|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/665
863|128.45452900143232|549|Nerd Ape Dao #549|Green mint|Dark brown|Black tee|Demon|Rose headscarf|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/549
864|128.42793317750662|480|Nerd Ape Dao #480|Red|Robot|Black leather|Shy|Apple|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/480
865|128.40966777928665|683|Nerd Ape Dao #683|Green mint|Cream|Red singlet|Square|Staw hat|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/683
866|128.38003893377837|546|Nerd Ape Dao #546|Green mint|Gray|White fur|Glasses|Black top hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/546
867|128.37752098595848|109|Nerd Ape Dao #109|Pink|White|Overalls|Square|Pink bucket|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/109
868|128.371948415587|114|Nerd Ape Dao #114|Yellow|Cream|Black jacket|Glasses|Gold hair|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/114
869|128.35292218561665|731|Nerd Ape Dao #731|Red|White|Yellow shirt|White Round|Propeller cap|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/731
870|128.3400030544983|1246|Nerd Ape Dao #1246|Green mint|Gray|Adventure|Red|Black top hat|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1246
871|128.3218165304069|1050|Nerd Ape Dao #1050|Light purple|Light brown|Black sleeveless|Black Nerd|Fastfood|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1050
872|128.25145052121212|566|Nerd Ape Dao #566|Blue|Gold|Black jacket|Dizzy|White bucket hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/566
873|128.19412702943362|1218|Nerd Ape Dao #1218|Yellow|Pink|Red tee|Hearteye|Gold hair|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1218
874|128.16157317394757|418|Nerd Ape Dao #418|Pink|Light brown|White fur|Angry|Pink beanie|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/418
875|128.1285416632042|398|Nerd Ape Dao #398|Yellow|Black|Yellow shirt|3D|Cowboy hat|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/398
876|128.1109273818058|1280|Nerd Ape Dao #1280|Green mint|Light brown|Red tee|Wide_eyes|Rasta hat|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1280
877|128.069677376703|266|Nerd Ape Dao #266|Light purple|Pink|Blue vest|3D|Green beret|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/266
878|128.067781760459|747|Nerd Ape Dao #747|Pink|Gold|Pink fur|White Round|White bucket hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/747
879|128.0021046170771|1186|Nerd Ape Dao #1186|Beige|Robot|Black tee|3D|Propeller cap|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1186
880|127.95083020512176|1178|Nerd Ape Dao #1178|Yellow|Pink|White fur|Shy|Staw hat|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1178
881|127.95033401793343|938|Nerd Ape Dao #938|Yellow|Tiger|White fur|Red Cat|Pink beanie|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/938
882|127.91156008586448|756|Nerd Ape Dao #756|Yellow|Gray|Black hoodie|Round Glasses|Black top hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/756
883|127.89784723657912|198|Nerd Ape Dao #198|Pink|White|Goldchain|3D|Newsboy cap|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/198
884|127.86706429001038|559|Nerd Ape Dao #559|Pink|Light brown|Black sleeveless|Sleepy|Red bob|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/559
885|127.85521752833976|79|Nerd Ape Dao #79|Blue|Cream|Purple hoodie|Shy|Pink bucket|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/79
886|127.83616447444491|490|Nerd Ape Dao #490|Yellow|White|White shirt ribbon|Dizzy|Green beret|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/490
887|127.78591989600449|73|Nerd Ape Dao #73|Yellow|Light brown|Goldchain|Eyepatch|Newsboy cap|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/73
888|127.78492751570886|82|Nerd Ape Dao #82|Blue|Gold|Black jacket|Dizzy|Adventure hat|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/82
889|127.78251278395103|627|Nerd Ape Dao #627|Beige|Gray|Purple hoodie|White Round|Black beanie|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/627
890|127.78169118033452|496|Nerd Ape Dao #496|Light purple|Robot|Overalls|Oneeye|Pink beanie|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/496
891|127.7700090540054|890|Nerd Ape Dao #890|Red|Lav|Black leather|Round Glasses|Adventure hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/890
892|127.7495137017056|1026|Nerd Ape Dao #1026|Red|Lav|Black tee|Fasion|Biker helmet|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1026
893|127.74327362201211|797|Nerd Ape Dao #797|Yellow|Pink|Goldchain|Heart|Pink beanie|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/797
894|127.73933307271717|525|Nerd Ape Dao #525|Beige|Dark brown|Goldchain|3D|Biker helmet|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/525
895|127.58325029890224|1047|Nerd Ape Dao #1047|Yellow|Light brown|Black hoodie|Square|Green beanie|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1047
896|127.57200781187241|1036|Nerd Ape Dao #1036|Red|Cream|Dark blue suit|Red Cat|Staw hat|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1036
897|127.57115477115478|580|Nerd Ape Dao #580|Pink|Cream|Overalls|Oneeye|Demon horns|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/580
898|127.50228457055813|575|Nerd Ape Dao #575|Light purple|Light brown|White fur|Square|Propeller cap|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/575
899|127.49608947087188|1029|Nerd Ape Dao #1029|Blue|Zombie|Black tee|Square|Green beret|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1029
900|127.45581484331454|217|Nerd Ape Dao #217|Blue|Dark brown|Black leather|Glasses|Cowboy hat|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/217
901|127.41621972636011|614|Nerd Ape Dao #614|Red|Dark brown|White singlet|Hearteye|Pirate hat|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/614
902|127.40492933997027|556|Nerd Ape Dao #556|Green mint|Lav|Red tee|Faded|Black beanie|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/556
903|127.39102780171326|504|Nerd Ape Dao #504|Green mint|Robot|Stripedtee|Oneeye|White bucket hat|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/504
904|127.37139146751713|518|Nerd Ape Dao #518|Beige|Robot|Black jacket|Round Glasses|Cowboy hat|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/518
905|127.34014199508454|1069|Nerd Ape Dao #1069|Yellow|Tiger|Overalls|Black Nerd|Fastfood|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1069
906|127.3268026837928|1145|Nerd Ape Dao #1145|Green mint|Black|Green jacket|Sleepy|Pirate hat|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1145
907|127.26730837665797|662|Nerd Ape Dao #662|Pink|Light brown|Pink hoodie|Sleepy|Gold hair|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/662
908|127.24256604334698|539|Nerd Ape Dao #539|Red|Cream|Pink fur|Close|Black beanie|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/539
909|127.2296898433888|150|Nerd Ape Dao #150|Beige|Dark brown|Black jacket|Red Cat|Staw hat|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/150
910|127.17075284634385|1275|Nerd Ape Dao #1275|Yellow|White|White shirt ribbon|Cyberpunk|Cowboy hat|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1275
911|127.13447740329767|581|Nerd Ape Dao #581|Beige|Black|Black tee|Angry|Biker helmet|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/581
912|127.08888066353747|1180|Nerd Ape Dao #1180|Red|Light brown|Pink hoodie|Wide_eyes|Green beret|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1180
913|127.0877592175477|1271|Nerd Ape Dao #1271|Blue|Robot|Black leather|Faded|Green beanie|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1271
914|127.07420637671345|623|Nerd Ape Dao #623|Light purple|Water|Overalls|Cyberpunk|Black beanie|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/623
915|127.07384062448872|320|Nerd Ape Dao #320|Light purple|Cream|None|Angry|Pirate hat|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/320
916|127.02668142853754|534|Nerd Ape Dao #534|Light purple|White|Black suit|Heart|Blue cap|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/534
917|126.9947336174018|400|Nerd Ape Dao #400|Beige|Black|Pink fur|Wide_eyes|Staw hat|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/400
918|126.9916611201827|774|Nerd Ape Dao #774|Beige|Red|Rasta hawaii|Fasion|Gold hair|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/774
919|126.96089007548449|643|Nerd Ape Dao #643|Blue|Cream|Yellow shirt|Fasion|Newsboy cap|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/643
