rank|📈|name|score|link|background|body|clothes|eyewear|head|mouth
720|🟢+22|Nerd Ape Dao #1017|133.32463070394047|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1017|Light purple|Robot|Black hoodie|Demon|Black beanie|Mouchet
721|🟢+13|Nerd Ape Dao #972|133.31856790170139|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/972|Pink|Red|Pink fur|Angry|Adventure hat|Tongue_out
722|🔴-23|Nerd Ape Dao #1263|133.2531842886654|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1263|Yellow|Gray|Rasta hawaii|Round Glasses|Gold hair|Smile
723|🔴-9|Nerd Ape Dao #865|133.2450017745305|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/865|Light purple|White|Overalls|Close|Pirate hat|Smile
724|🟢+8|Nerd Ape Dao #12|133.21566844101045|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/12|Beige|Red|Stripedtee|Fasion|Fastfood|Burger
725|🟢+14|Nerd Ape Dao #1146|133.20370230614043|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1146|Pink|Tiger|Black jacket|Hearteye|Blue cap|Pipe
726|🟢+19|Nerd Ape Dao #1266|133.17064114046872|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1266|Beige|White|Red tee|Red|Pink bucket|Grin
727|🔴-15|Nerd Ape Dao #249|133.16714763200426|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/249|Beige|Red|Tuxedo|Eyepatch|Red bob|Smile
728|🔴-8|Nerd Ape Dao #1006|133.15379842608354|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1006|Red|Gold|Black tee|Hearteye|Biker helmet|Grin
729|🟢+6|Nerd Ape Dao #1269|133.14896729768046|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1269|Blue|Zombie|Red singlet|Red Cat|Newsboy cap|Grin
730|🔴-3|Nerd Ape Dao #640|133.12761762409193|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/640|Yellow|Gray|Black jacket|Dizzy|Green beret|Grillz
731|🟢+2|Nerd Ape Dao #126|133.11322207081503|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/126|Green mint|Black|Goldchain|Cyberpunk|Green beanie|Grillz
732|🔴-4|Nerd Ape Dao #1250|133.11257915815017|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1250|Red|Pink|Blue vest|Close|Cowboy hat|Open
733|🟢+11|Nerd Ape Dao #470|133.08084980427174|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/470|Light purple|Water|Black vest|Fasion|Cowboy hat|Candy
734|🔴-3|Nerd Ape Dao #413|133.0118622046314|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/413|Yellow|Light brown|Black jacket|Shy|Apple|Cigarette
735|🟢+18|Nerd Ape Dao #395|132.97829441325388|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/395|Beige|Robot|Green jacket|3D|Pirate hat|Cigar
736|🟢+1|Nerd Ape Dao #887|132.94821855215048|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/887|Blue|Red|Goldchain|Cyberpunk|Pink beanie|Close
737|🟢+13|Nerd Ape Dao #989|132.91493387045264|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/989|Blue|Gray|Pirate|3D|White bucket hat|Cigarette
738|🟢+8|Nerd Ape Dao #1389|132.87380254554853|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1389|Blue|White|White shirt ribbon|Faded|Pink bucket|Pipe
739|🔴-17|Nerd Ape Dao #446|132.83657729100045|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/446|Pink|Black|Overalls|White Round|Apple|Gum
740|🟢+11|Nerd Ape Dao #848|132.71601713627757|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/848|Blue|Robot|Black vest|Dizzy|Green beanie|Sneaky
741|🟢+14|Nerd Ape Dao #803|132.66076840379924|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/803|Beige|Zombie|Black vest|Fasion|Fastfood|Mouchet
742|🔴-21|Nerd Ape Dao #440|132.63682771212012|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/440|Green mint|Dark brown|Yellow shirt|Black Nerd|Rose headscarf|Smile
743|🔴-3|Nerd Ape Dao #1060|132.63100393266848|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1060|Red|Dark brown|Brown coat|Close|Blue cap|Tongue_out
744|🟢+19|Nerd Ape Dao #314|132.62376271141636|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/314|Pink|Dark brown|Fastfood|Eyepatch|Cowboy hat|Mouchet
745|🔴-43|Nerd Ape Dao #914|132.6213528634244|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/914|Yellow|Robot|Sheriff|3D|White bucket hat|Grin
746|🔴-114|Nerd Ape Dao #617|132.61333620396445|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/617|Pink|Cream|Adventure|Red Cat|None|Burger
747|🟢+7|Nerd Ape Dao #499|132.5954793932781|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/499|Beige|Red|Red tee|Round Glasses|Blue headscarf|Pipe
748|🔴-39|Nerd Ape Dao #1183|132.58387084858518|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1183|Red|Lav|Black tee|Wide_eyes|Rose headscarf|420
749|🟢+16|Nerd Ape Dao #1262|132.55408169413724|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1262|Yellow|Cream|Blue vest|Hearteye|Black beanie|Cigar
750|🔴-65|Nerd Ape Dao #1314|132.5485168771173|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1314|Yellow|Cream|Black sleeveless|Gold|Black beanie|Gum
751|🟢+22|Nerd Ape Dao #764|132.52570166330588|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/764|Yellow|Tiger|Overalls|Square|Demon horns|Grin
752|🟢+17|Nerd Ape Dao #1357|132.52198129543896|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1357|Blue|Pink|Stripedtee|White Round|Black top hat|Cigarette
753|🟢+13|Nerd Ape Dao #260|132.4828304554553|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/260|Green mint|Light brown|Pirate|Shy|Biker helmet|Sneaky
754|🟢+4|Nerd Ape Dao #958|132.4662139348408|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/958|Beige|Lav|Green jacket|Fasion|Pink beanie|Open
755|🟢+13|Nerd Ape Dao #1135|132.41025923041377|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1135|Blue|Cream|Black leather|Wide_eyes|Red bob|Tongue_out
756|🟢+16|Nerd Ape Dao #1364|132.39759887801733|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1364|Blue|Dark brown|White shirt ribbon|Angry|Green beanie|Mouchet
757|🟢+7|Nerd Ape Dao #190|132.39273879753708|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/190|Green mint|Black|Goldchain|Oval|Pink beanie|Burger
758|🔴-11|Nerd Ape Dao #1308|132.3563831711815|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1308|Light purple|White|Dark blue suit|Oneeye|Rasta hat|420
759|🟢+12|Nerd Ape Dao #56|132.29367938501522|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/56|Red|Robot|Black vest|Oneeye|Cowboy hat|Close
760|🟢+18|Nerd Ape Dao #936|132.2906899996789|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/936|Blue|Robot|Black hoodie|Demon|Black top hat|Mouchet
761|🔴-12|Nerd Ape Dao #1253|132.24436269920776|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1253|Green mint|Black|Brown jacket|Sleepy|Adventure hat|Cigar
762|🔴-1|Nerd Ape Dao #214|132.21469160073087|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/214|Light purple|Robot|Black hoodie|Cyberpunk|Apple|Cigarette
763|🔴-104|Nerd Ape Dao #127|132.21268046680743|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/127|Light purple|Black|Adventure|Wide_eyes|None|Mouchet
764|🔴-23|Nerd Ape Dao #497|132.19061311034778|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/497|Blue|Cream|Dark blue suit|Oneeye|Propeller cap|Grillz
765|🟢+21|Nerd Ape Dao #1074|132.13926640305235|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1074|Light purple|Gold|Red tee|Demon|Cowboy hat|Cigarette
766|🔴-23|Nerd Ape Dao #238|132.1347667603884|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/238|Light purple|Pink|Rasta hawaii|White Round|Fastfood|Open
767|🟡|Nerd Ape Dao #1395|132.13467020753154|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1395|Blue|Cream|Black sleeveless|Gold|Apple|Smile
768|🟢+16|Nerd Ape Dao #840|132.13148563770812|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/840|Yellow|Pink|Judo|White Round|Newsboy cap|Grin
769|🟢+13|Nerd Ape Dao #235|132.08245396174007|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/235|Pink|Dark brown|Pink hoodie|Wide_eyes|Pink beanie|420
770|🔴-13|Nerd Ape Dao #233|132.07833191441995|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/233|Yellow|Tiger|Tuxedo|Red|Newsboy cap|Pipe
771|🔴-23|Nerd Ape Dao #693|132.04961498182968|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/693|Yellow|Light brown|Black vest|ETH|Blue cap|Mouchet
772|🔴-16|Nerd Ape Dao #924|132.0454886652041|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/924|Light purple|Red|White singlet|Hearteye|Rose headscarf|Close
773|🔴-14|Nerd Ape Dao #668|132.0057354325746|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/668|Light purple|Black|Black hoodie|Faded|Apple|Close
774|🔴-14|Nerd Ape Dao #663|131.99527522471914|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/663|Blue|Gray|Black jacket|Close|Black top hat|Pipe
775|🟢+16|Nerd Ape Dao #287|131.94029915010674|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/287|Green mint|Gold|Pirate|Heart|Green beanie|Grin
776|🟢+11|Nerd Ape Dao #222|131.93429744571628|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/222|Green mint|Light brown|Yellow shirt|Round Glasses|Newsboy cap|Smile
777|🔴-25|Nerd Ape Dao #475|131.92366366451668|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/475|Light purple|Cream|Overalls|Black Nerd|Pink beanie|Grillz
778|🟢+2|Nerd Ape Dao #278|131.89704550372656|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/278|Blue|White|Brown vest|Round Glasses|Adventure hat|Close
779|🔴-56|Nerd Ape Dao #572|131.89237250757571|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/572|Blue|Light brown|Sheriff|Dizzy|Fastfood|Grin
780|🔴-6|Nerd Ape Dao #1165|131.83118151731279|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1165|Green mint|Tiger|White shirt ribbon|Sleepy|Fastfood|Cigarette
781|🔴-5|Nerd Ape Dao #1172|131.81739196058132|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1172|Beige|Lav|Hawaii|Round Glasses|Green beanie|Pipe
782|🔴-12|Nerd Ape Dao #705|131.76697209655563|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/705|Red|White|Black hoodie|Faded|Rasta hat|Cigarette
783|🟢+9|Nerd Ape Dao #910|131.76547618875964|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/910|Green mint|Pink|Red singlet|Wide_eyes|Cowboy hat|Sneaky
784|🔴-22|Nerd Ape Dao #178|131.75881350896515|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/178|Pink|Water|Black sleeveless|Wide_eyes|Green beanie|Tongue_out
785|🟢+11|Nerd Ape Dao #1211|131.75065954992417|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1211|Green mint|White|Pink hoodie|Demon|Adventure hat|Open
786|🔴-57|Nerd Ape Dao #718|131.7461570159741|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/718|Red|Dark brown|Sheriff|Cyberpunk|Gold hair|Open
787|🟢+13|Nerd Ape Dao #747|131.7385191244963|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/747|Pink|Gold|Pink fur|White Round|White bucket hat|Grin
788|🔵|Nerd Ape Dao #24|131.72433355241446|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/24|Pink|Gray|Dark blue suit|Wide_eyes|Blue cap|Gum
789|🟢+14|Nerd Ape Dao #1076|131.68907625071003|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1076|Green mint|Water|Black leather|Round Glasses|Newsboy cap|Cigar
790|🔴-71|Nerd Ape Dao #80|131.64223756440836|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/80|Beige|Tiger|Sheriff|Heart|Green beret|Burger
791|🟢+17|Nerd Ape Dao #1286|131.6396832376528|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1286|Pink|Gray|White shirt ribbon|Faded|Blue cap|Open
792|🟢+10|Nerd Ape Dao #1088|131.61257822080856|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1088|Green mint|Black|Black suit|Round Glasses|Adventure hat|420
793|🟢+4|Nerd Ape Dao #805|131.56442666319714|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/805|Light purple|Zombie|White singlet|Dizzy|Gold hair|Gold Grillz
794|🔴-155|Nerd Ape Dao #215|131.5470172039118|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/215|Blue|Pink|None|Sleepy|None|Tongue_out
795|🔴-135|Nerd Ape Dao #831|131.51128743305125|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/831|Yellow|Black|Tuxedo|Cyberpunk|None|Cigar
796|🟢+17|Nerd Ape Dao #173|131.49255837595143|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/173|Yellow|Dark brown|Pink hoodie|Shy|White bucket hat|Open
797|🔴-16|Nerd Ape Dao #510|131.471145775518|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/510|Red|Water|Black leather|Close|Black beanie|Smile
798|🟢+7|Nerd Ape Dao #806|131.44069016410023|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/806|Pink|Black|Fastfood|Red Cat|Newsboy cap|Pipe
799|🟢+11|Nerd Ape Dao #828|131.42795461852285|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/828|Pink|Light brown|White singlet|X|Blue headscarf|Candy
800|🟢+7|Nerd Ape Dao #566|131.42408252176702|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/566|Blue|Gold|Black jacket|Dizzy|White bucket hat|Smile
801|🔴-16|Nerd Ape Dao #768|131.35337237793|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/768|Beige|White|Black tee|Round Glasses|Demon horns|Gold Grillz
802|🔴-25|Nerd Ape Dao #112|131.319746268089|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/112|Pink|Dark brown|Hawaii|Angry|Rasta hat|Gum
803|🔴-2|Nerd Ape Dao #1237|131.31240453487803|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1237|Yellow|Pink|Overalls|Red Cat|Blue cap|Grillz
804|🔴-6|Nerd Ape Dao #674|131.29425440073945|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/674|Green mint|Tiger|White fur|X|Green beret|Burger
805|🔴-6|Nerd Ape Dao #686|131.29357096638148|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/686|Pink|Gray|Red singlet|Fasion|Rose headscarf|Tongue_out
806|🔴-39|Nerd Ape Dao #951|131.2934071109342|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/951|Yellow|Gray|Rasta hawaii|Wide_eyes|Staw hat|Sneaky
807|🔴-24|Nerd Ape Dao #1350|131.26090872680714|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1350|Blue|Red|White fur|Oneeye|Apple|Tongue_out
808|🔴-18|Nerd Ape Dao #250|131.25523098816691|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/250|Yellow|Cream|Black suit|Close|Blue cap|420
809|🟢+18|Nerd Ape Dao #139|131.1890173818937|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/139|Pink|Water|White singlet|Faded|Pirate hat|Open
810|🔴-4|Nerd Ape Dao #963|131.14867782578082|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/963|Beige|Gray|Black hoodie|Black Nerd|Green beanie|Mouchet
811|🔴-16|Nerd Ape Dao #898|131.11517472636632|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/898|Green mint|Dark brown|Tuxedo|Red|Green beanie|420
812|🟢+12|Nerd Ape Dao #114|131.1029803565802|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/114|Yellow|Cream|Black jacket|Glasses|Gold hair|Tongue_out
813|🟢+21|Nerd Ape Dao #568|131.09669617263626|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/568|Beige|Light brown|Judo|Oval|Adventure hat|420
814|🟢+7|Nerd Ape Dao #4|131.0776561001129|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/4|Light purple|White|Black vest|Glasses|Blue cap|Sneaky
815|🟢+1|Nerd Ape Dao #811|131.06863008329103|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/811|Pink|Light brown|Blue vest|Shy|Adventure hat|Grillz
816|🟢+7|Nerd Ape Dao #246|131.05756656922446|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/246|Beige|Gray|Red singlet|Cyberpunk|Newsboy cap|Burger
817|🟢+2|Nerd Ape Dao #253|131.05637786876252|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/253|Blue|Dark brown|Brown coat|Round Glasses|Adventure hat|Sneaky
818|🟢+12|Nerd Ape Dao #353|131.03166947588394|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/353|Blue|Pink|Black jacket|3D|Green beanie|420
819|🟢+22|Nerd Ape Dao #611|130.97541351105286|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/611|Light purple|Light brown|Red singlet|Square|Fastfood|Mouchet
820|🟢+18|Nerd Ape Dao #916|130.95756794848583|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/916|Yellow|Pink|Green jacket|3D|Biker helmet|Cigarette
821|🔴-10|Nerd Ape Dao #731|130.9518724065816|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/731|Red|White|Yellow shirt|White Round|Propeller cap|Grin
822|🟢+18|Nerd Ape Dao #1218|130.94555412117575|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1218|Yellow|Pink|Red tee|Hearteye|Gold hair|Open
823|🟢+5|Nerd Ape Dao #179|130.92230081562204|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/179|Blue|Water|Green jacket|3D|White bucket hat|Candy
824|🔴-31|Nerd Ape Dao #158|130.89098299323103|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/158|Beige|Black|Black sleeveless|Glasses|Newsboy cap|Gold Grillz
825|🔴-31|Nerd Ape Dao #1152|130.82311406152556|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1152|Green mint|White|Stripedtee|Sleepy|Fastfood|Gum
826|🔴-22|Nerd Ape Dao #1346|130.78837797843676|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1346|Blue|Cream|Black tee|Glasses|Red bob|Tongue_out
827|🔴-7|Nerd Ape Dao #1022|130.74068050281338|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1022|Pink|Tiger|Pirate|Close|White bucket hat|Mouchet
828|🟢+9|Nerd Ape Dao #1141|130.73242913401384|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1141|Blue|Pink|White shirt ribbon|Cyberpunk|Fastfood|Sneaky
829|🟢+21|Nerd Ape Dao #701|130.6710272592728|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/701|Green mint|Gold|Pirate|Faded|Blue cap|Mouchet
830|🟢+19|Nerd Ape Dao #1192|130.62165317613548|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1192|Blue|Robot|Purple hoodie|Demon|Black beanie|Cigar
831|🟢+17|Nerd Ape Dao #934|130.62112153782954|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/934|Beige|Cream|Black leather|Hearteye|Green beanie|420
832|🔴-10|Nerd Ape Dao #480|130.6180501683779|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/480|Red|Robot|Black leather|Shy|Apple|Mouchet
833|🔴-58|Nerd Ape Dao #948|130.60173504191633|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/948|Beige|Red|Black sleeveless|Shy|Propeller cap|Sneaky
834|🔴-17|Nerd Ape Dao #967|130.54008572332555|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/967|Light purple|White|Dark blue suit|Dizzy|Rasta hat|Sneaky
835|🟢+20|Nerd Ape Dao #706|130.53505159478743|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/706|Yellow|Dark brown|Fastfood|Fasion|Blue cap|Gold Grillz
836|🟢+15|Nerd Ape Dao #1246|130.49633615013735|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1246|Green mint|Gray|Adventure|Red|Black top hat|Sneaky
837|🔴-11|Nerd Ape Dao #845|130.4561739720922|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/845|Blue|Tiger|Stripedtee|Sleepy|Pink bucket|Grin
838|🟢+14|Nerd Ape Dao #1376|130.45520882076238|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1376|Light purple|Dark brown|Dark blue suit|Square|Demon horns|Smile
839|🟢+7|Nerd Ape Dao #189|130.4511102484487|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/189|Beige|Robot|Blue vest|3D|Adventure hat|Gum
840|🔴-25|Nerd Ape Dao #982|130.427474016468|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/982|Beige|Gray|Black sleeveless|Glasses|Newsboy cap|Candy
841|🟢+12|Nerd Ape Dao #83|130.38218459970508|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/83|Light purple|Zombie|Hawaii|Dizzy|Cowboy hat|Gold Grillz
842|🟢+18|Nerd Ape Dao #89|130.347812840402|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/89|Red|Dark brown|Blue vest|Shy|Gold hair|Tongue_out
843|🔴-11|Nerd Ape Dao #922|130.32820452307365|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/922|Pink|Dark brown|Black vest|Fasion|Rasta hat|Cigarette
844|🔴-8|Nerd Ape Dao #1009|130.3004068703815|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1009|Red|Tiger|Black suit|Sleepy|Staw hat|Grin
845|🟢+14|Nerd Ape Dao #1210|130.29798517137016|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1210|Pink|Robot|Pink fur|Angry|Adventure hat|Pipe
846|🔴-4|Nerd Ape Dao #679|130.25786224727813|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/679|Light purple|Black|Fastfood|Black Nerd|Blue cap|Cigar
847|🔴-22|Nerd Ape Dao #7|130.23637489085567|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/7|Pink|Zombie|Silverchain|Faded|Rasta hat|420
848|🔴-15|Nerd Ape Dao #1351|130.23247324284668|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1351|Beige|Water|Black tee|Round Glasses|Biker helmet|Sneaky
849|🟢+14|Nerd Ape Dao #797|130.21263117821525|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/797|Yellow|Pink|Goldchain|Heart|Pink beanie|Candy
850|🔴-6|Nerd Ape Dao #203|130.19270210886694|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/203|Pink|Tiger|Judo|Black Nerd|Adventure hat|Grin
